berita;ringkasan;url
Kernet bernama Adam tersebut ditemukan tak jauh dari Sungai Citarik dengan tubuh penuh luka.;Kernet ditemukan tak jauh dari Sungai Citarik.;https://www.cnnindonesia.com/nasional/20180909203914-20-328985/kernet-bus-maut-sukabumi-ditemukan-selamat
Dari informasi yang dihimpun, tubuh Adam tergeletak di tepi sungai dengan kondisi penuh luka pada Minggu (9/9) sekitar pukul 11.00 WIB. ;Tubuh Adam tergeletak penuh luka di tepi sungai.;https://www.cnnindonesia.com/nasional/20180909203914-20-328985/kernet-bus-maut-sukabumi-ditemukan-selamat
Ia ditemukan oleh seorang pemandu arung jeram yang beraktivitas di aliran Sungai Citarik.;Ia ditemukan oleh seorang pemandu arung jeram.;https://www.cnnindonesia.com/nasional/20180909203914-20-328985/kernet-bus-maut-sukabumi-ditemukan-selamat
Melihat ada orang yang tergeletak, warga langsung mengevakuasi Adam ke sebuah resort yang berada tidak jauh dari aliran Sungai Citarik. ;Warga mengevakuasi Adam ke sebuah resort.;https://www.cnnindonesia.com/nasional/20180909203914-20-328985/kernet-bus-maut-sukabumi-ditemukan-selamat
Ridwan menyatakan, kecelakaan bus di Sukabumi yang menewaskan 21 orang diharapkan jadi pelajaran agar tak terulang insiden serupa.;Kecelakaan bus diharapkan jadi pelajaran.;https://www.cnnindonesia.com/nasional/20180909203914-20-328985/kernet-bus-maut-sukabumi-ditemukan-selamat
Gubernur Jawa Barat Ridwan Kamil memerintahkan Dinas Perhubungan untuk memperingatkan perusahaan otobus terkait kondisi kelaikan armada mereka. ;Ridwan Kamil memerintahkan Dinas Perhubungan untuk memperingatkan perusahaan otobus.;https://www.cnnindonesia.com/nasional/20180909150006-20-328929/kecelakaan-sukabumi-ridwan-kamil-minta-po-cek-kelaikan-bus
Ada pula yang menyebut kecelakaan bus yang membawa rombongan karyawan perusahaan diler motor ini disebabkan oleh faktor geografis. ;Kecelakaan bus disebabkan faktor geografis.;https://www.cnnindonesia.com/nasional/20180909150006-20-328929/kecelakaan-sukabumi-ridwan-kamil-minta-po-cek-kelaikan-bus
Kontur jalan yang miring, menikung dan menanjak di daerah tersebut dikatakan mirip dengan jalan di tanjakan Emen, Kabupaten Subang.;Kontur jalan mirip dengan jalan di tanjakan Emen.;https://www.cnnindonesia.com/nasional/20180909150006-20-328929/kecelakaan-sukabumi-ridwan-kamil-minta-po-cek-kelaikan-bus
Kepala Divisi Hubungan Masyarakat (Kadiv Humas) Polri Inspektur Jenderal Setyo Wasisto mengatakan jalan di Kampung Bantar Selang, Kecamatan Cikidang, Kabupaten Sukabumi, Jawa Barat bukan direkomendasikan untuk dilalui kendaraan jenis bus.;Jalan di Kampung Bantar Selang bukan direkomendasikan untuk dilalui bus.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Menurutnya, hal tersebut menjadi salah satu faktor penyebab kecelakaan yang dialami Bus Jakarta Wisata nomor polisi B-7025-SAG hingga menyebabkan sebanyak 21 orang meninggal dunia pada Sabtu (8/9).;Salah satu faktor penyebab kecelakaan Bus Jakarta Wisata.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Namun, menurut Setyo, rekomendasi tersebut kerap diabaikan sejumlah sopir bus demi mempercepat waktu menuju lokasi tujuan dengan mencari jalan pintas.;Rekomendasi kerap diabaikan sopir bus.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Oleh karena itu, jenderal bintang dua itu menyatakan seluruh sopir bus harus memahami dan mengetahui rute jalan yang direkomendasikan untuk dilalui demi meminimalisir potensi terjadinya kecelakaan.;Meminimalisir potensi terjadinya kecelakaan.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Refdi menyatakan bus tersebut tak diasuransikan, termasuk penumpangnya. Padahal, hal itu seharusnya menjadi kewajiban pihak PO.;Bus dan penumpangnya tak diasuransikan.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Atas sejumlah pengabaian yang dilakukan PO itulah pihaknya akan menelusuri perusahaan pemilik bus yang jatuh ke jurang tersebut.;Pihaknya menelusuri perusahaan pemilik bus.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Setyo juga mengimbau seluruh pengemudi untuk mengecek kelaikan kendaraannya sebelum melakukan perjalanan demi keselamatan diri sendiri dan pengendara lainnya.;Setyo mengimbau pengemudi untuk mengecek kelaikan kendaraannya.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Kepala Korlantas Polri Irjen Pol Refdi Andri, sebelumnya mengatakan kondisi bus tersebut sudah tak laik jalan, karena perusahaan pemiliknya sudah tidak melakukan uji KIR atas kendaraan tersebut selama empat periode.;Kondisi bus sudah tak laik jalan.;https://www.cnnindonesia.com/nasional/20180910134133-20-329139/polisi-jalan-di-cikidang-sukabumi-bukan-untuk-bus
Polisi menyatakan hingga saat ini belum menetapkan tersangka dalam kasus kecelakaan bus di Kampung Bantar Selang, Cikidang, Kabupaten Sukabumi, Jawa Barat, Jawa Barat, Sabtu (8/9).;Polisi belum menetapkan tersangka dalam kasus kecelakaan bus.;https://www.cnnindonesia.com/nasional/20180910123449-20-329113/polisi-belum-tetapkan-tersangka-kecelakaan-bus-sukabumi
Kabag Binops Ditlantas Polda Jabar AKBP Asep Pujiyono mengatakan hingga saat ini polisi masih melakukan pemeriksaan terhadap sejumlah saksi dan agen pemegang merek (APM) bus tersebut.;Polisi melakukan pemeriksaan terhadap saksi dan APM.;https://www.cnnindonesia.com/nasional/20180910123449-20-329113/polisi-belum-tetapkan-tersangka-kecelakaan-bus-sukabumi
Bus Jakarta Wisata benomor polisi B 7025 SAG yang terjun ke jurang diduga dikemudikan sopir tembak atau sopir pengganti.;Bus Jakarta Wisata diduga dikemudikan sopir tembak.;https://www.cnnindonesia.com/nasional/20180910123449-20-329113/polisi-belum-tetapkan-tersangka-kecelakaan-bus-sukabumi
Sopir bus yang terperosok ke jurang di Cikidang, Sukabumi, Jawa Barat, Muhamad Adam, disebut mulai pulih. ;Supir bus yang terperosok ke jurang mulai pulih.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Kepolisian sendiri belum menetapkan tersangka dalam insiden lalu lintas ini.;Kepolisian belum menentukan tersangka.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Sopir bus merupakan saksi kunci pada kasus kecelakaan maut menewaskan 21 orang karyawan PT Catu Putra Grup Bogor, akhir pekan lalu.;Supir bus merupakan saksi kunci kecelakaan.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
"""Kondisi korban yang diketahui bernama Muhamad Adam sudah membaik dan dipindahkan ke ruang khusus agar kesehatannya cepat pulih. Istrinya pun sudah ada untuk menemaninya,"" kata Humas RSUD Palabuhanratu Billy Agustian di Sukabumi, Selasa (11/9) dikutip dari Antara.";Muhamad Adam sudah membaik dan dipindahkan ke ruang khusus.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Menurutnya, korban mengalami luka cukup parah, seperti patah kaki dan tangan serta luka di bagian kepala. ;Korban mengalami luka cukup parah.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Selain itu, Adam pun harus dirujuk ke spesialis tulang. Namun, harus ada izin dahulu dari pihak kepolisian terkait rujukan tersebut.;Adam harus dirujuk ke spesialis tulang.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Billy khawatir Muhammad tidak bisa beristirahat jika disatukan dengan pasien Instalasi Gawat Darurat (IGD) lainnya sehingga menyebabkan penyembuhannya lambat.;Billy khawatir Muhammad tidak bisa beristirahat.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Muhammad Adam, yang merupakan kernet bus, menjadi sopir tembak karena sopir utamanya, Jahadi alias Buyung, mengantuk saat masuk ke Jalur Alternatif Cikidang. ;Muhammad Adam merupakan kernet bus yang menjadi sopir tembak.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Bus yang dikemudikan Adam itu akhirnya mengalami kecelakaan dan menewaskan 21 penumpang.;Bus yang dikemudikan Adam kecelakaan.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Keterangan Adam pun sangat dibutuhkan polisi untuk mengungkap penyebab kecelakaan maut pada Sabtu, (8/9). ;Keterangan Adam dibutuhkan polisi.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Meski sudah memeriksa sejumlah saksi, kepolisian sendiri hingga kini belum menetapkan tersangka dalam insiden tersebut.;Kepolisian belum menentukan tersangka.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Sebab, keterangan saksi, baik penumpang selamat maupun kernet, menjadi kunci utama untuk mengungkap kasus kecelakaan bus Jakarta Wisata Transport bernomor polisi B 7025 SAG itu.;Keterangan saksi menjadi kunci utama mengungkap kecelakaan.;https://www.cnnindonesia.com/nasional/20180911143130-20-329381/sopir-bus-maut-sukabumi-mulai-pulih
Sejumlah truk muatan pasir yang disebut untuk kepentingan reklamasi hancur diamuk warga yang marah, di Kalideres, Jakarta Barat, Selasa (11/9). ;Truk muatan pasir hancur diamuk warga.;https://www.cnnindonesia.com/nasional/20180911134235-20-329367/truk-pasir-reklamasi-dihancurkan-warga-kalideres
Dikutip dari Antara, sejumah truk bermuatan tanah melintas di Jalan Kamal menuju Tegal Alur, Jakarta Barat. Salah satu truk tersebut melindas seorang pria warga sekitar hingga tewas.;Salah satu truk melindas seorang warga hingga tewas.;https://www.cnnindonesia.com/nasional/20180911134235-20-329367/truk-pasir-reklamasi-dihancurkan-warga-kalideres
Saat ada insiden itu, sejumlah warga lantas melampiaskan kekesalan dengan melemparkan batu besar dan merusak kaca truk yang melindas warga hingga tewas. ;Warga melampiaskan kekesalan dengan melempar batu besar dan merusak kaca truk.;https://www.cnnindonesia.com/nasional/20180911134235-20-329367/truk-pasir-reklamasi-dihancurkan-warga-kalideres
Seorang anggota Lembaga Masyarakat Kota Kecamatan Kalideres Yasin mengungkapkan aksi warga itu merupakan puncak dari kekesalan yang disebabkan seringnya kecelakaan akibat truk muatan tanah menuju proyek reklamasi Teluk Jakarta.;Aksi warga itu merupakan puncak dari kekesalan.;https://www.cnnindonesia.com/nasional/20180911134235-20-329367/truk-pasir-reklamasi-dihancurkan-warga-kalideres
Sementara itu, Kepala Satuan Lalu Lintas Polres Metro Jakarta Barat Ajun Komisaris Besar Polisi Ganet Sukoco saat dikonfirmasi mengatakan pihaknya masih memproses penanganan kecelakaan lalu lintas.;Memproses penanganan kecelakaan lalu lintas.;https://www.cnnindonesia.com/nasional/20180911134235-20-329367/truk-pasir-reklamasi-dihancurkan-warga-kalideres
PT Kereta Cepat Indonesia China (KCIC) meminta maaf atas insiden keributan kecil yang terjadi saat pengukuran jalan untuk proyek kereta cepat Jakarta-Bandung di Jatimulya, Tambun Selatan, Bekasi.;PT KCIC minta maaf atas insiden keributan.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Febrianto membenarkan pekerja China yang terlibat keributan dengan Ketua RT setempat dan kemudian viral lewat video itu sedang mengerjakan proyek kereta cepat.;Pekerja China yang terlibat keributan sedang mengerjakan proyek kereta cepat.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Menurut Febrianto, proyek Kereta Cepat kereta Jakarta-Bandung telah berproses dalam pekerjaan lapangan sepanjang trase 142,3 km yang meliputi 96 Desa, 30 kecamatan, dan 9 Kota/Kabupaten sepanjang Jakarta hingga Bandung.;Proyek Kereta Cepat kereta Jakarta-Bandung berproses sepanjang trase 142,3 km.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Dia menambahkan, pekerjaan pada titik DK 16+400 trase Kereta Cepat Jakarta-Bandung yang berlokasi di Kecamatan Jatimulya Kabupaten Bekasi adalah pekerjaan Review Control Point.;Pekerjaan pada titik DK 16+400 adalah pekerjaan Review Control Point.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Dalam video yang berdurasi sekitar tiga menit itu seorang yang mengaku sebagai ketua RT datang memergoki sekitar emat orang WNA itu. ;Ketua RT memergoki empat orang WNA.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Pria yang mengaku RT itu kemudian mencecar soal asal perusahaan dan asal negara pria asing itu yang tak juga bisa berkomunikasi dengan bahasa Inggris.;RT mencecar pria asing yang tak bisa berkomunikasi.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Alih-alih mendapatkan jawaban pria asing tersebut melakukan kontak menggunakan sebuah alat komunikasi dengan bahasa Mandarin.;Pria asing melakukan kontak menggunakan alat komunikasi.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Sementara pekerja asal Indonesia yang ikut mengawal mereka tak mau banyak berkomentar.;Pekerja Indonesia tak banyak berkomentar.;https://www.cnnindonesia.com/nasional/20180918203403-20-331242/pekerja-china-ukur-jalan-di-bekasi-pt-kcic-minta-maaf
Video warga negara asing (WNA) yang diduga berasal dari China sedang mengukur jalan di wilayah Jatimulya, Tambun Selatan, Bekasi, Jawa Barat menjadi viral. ;Video WNA sedang mengukur jalan viral.;https://www.cnnindonesia.com/nasional/20180918193951-20-331232/tka-china-ukur-jalan-di-bekasi-haikal-hassan-angkat-suara
Kementerian Tenaga Kerja mencatat, jumlah tenaga kerja asing (TKA) hingga bulan Maret lalu mencapai 126 ribu orang atau meningkat 69,85 persen dibandingkan akhir 2016 sebanyak 74.813 orang. ;Jumlah TKA meningkat 69,85 persen.;https://www.cnnindonesia.com/nasional/20180918193951-20-331232/tka-china-ukur-jalan-di-bekasi-haikal-hassan-angkat-suara
Dirlantas Polda Metro Jaya Kombes Yusuf berharap pemasangan CCTV untuk tilang kamera di sejumlah simpang jalan di Ibukota akan mengurangi pelanggaran lalu lintas di Jakarta hingga 50 persen.;Yusuf berharap tilang kamera mengurangi pelanggaran lalu lintas di Jakarta.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Mulai Oktober, Polda Metro Jaya akan bekerja sama dengan Dishub dan Kominfo DKI Jakarta untuk memasang empat kamera CCTV yang bisa menangkap gambar pelanggar lalu lintas.;Polda Metro Jaya bekerja sama dengan Dishub dan Kominfo DKI Jakarta untuk memasang empat kamera CCTV.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
CCTV tersebut merupakan alat yang digunakan untuk menyelenggarakan e-LTE (electronic traffic law enforcement).;CCTV digunakan untuk menyelenggarakan e-LTE.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Polda berencana melaksanakan penindakan hukum kepada setiap pelanggar lalu lintas menggunakan peralatan elektronik dengan memasang kamera di beberapa tempat dan titik yang rawan terhadap pelanggaran lalin di Jakarta.;Penindakan hukum menggunakan peralatan elektronik.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Yusuf mengklaim bahwa kamera yang dipasang memiliki kecanggihan dengan spesifikasi yang sudah diujicoba.;Kecanggihan kamera sudah diujicoba.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Kamera itu disebut mampu menangkap gambar pelanggar-pelanggar lalu lintas di jalanan baik penerobos lampu merah, marka jalan hingga ganjil genap.;Kamera itu mampu menangkap gambar pelanggar lalu lintas.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Yusuf menerangkan bahwa ada empat orang dalam tim khusus yang tugasnya memverifikasi pelanggaran-pelanggaran lalin.;Empat orang bertugas memverifikasi pelanggaran lalin.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Surat tilang kemudian dikirimkan ke alamat pelanggar baik itu melalui alamat rumah maupun email.;Surat tilang dikirimkan ke alamat pelanggar.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Untuk uji coba bulan depan, pihaknya akan menaruh satu kamera di simpang di Jakarta, kemungkinan di Jalan Sudirman dan Thamrin.;Uji coba satu kamera di simpang di Jakarta.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Namun Yusuf mengaku masih belum menentukan secara pasti di mana saja kamera-kamera canggih itu akan diletakkan meski pada akhirnya akan diletakkan di semua titik persimpangan di Jakarta.;Belum ditentukan letak kamera.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Kamera ini dipasang lantaran petugas polisi tak mungkin 24 jam mengawasi jalan. Budaya disiplin hanya ketika ada polisi juga ingin dihilangkan oleh pihaknya.;Polisi tak mungkin 24 jam mengawasi.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Jika pelanggar tetap nekad menerobos dan tertangkap oleh kamera maka mereka wajib membayar denda. ;Jika pelanggar tertangkap kamera maka wajib membayar denda.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Jika dalam waktu 14 hari atau dua pekan tak juga dibayar, maka STNK-nya akan diblokir.;14 hari tak juga bayar maka STNK diblokir.;https://www.cnnindonesia.com/nasional/20180918115439-20-331023/tilang-kamera-diharapkan-pangkas-50-persen-pelanggaran
Pemerintah Provinsi (Pemprov) DKI Jakarta akan menyiapkan tiang yang digunakan untuk memasang kamera tilang atau Electronic Traffic Law Enforcement (e-TLE).;Pemprov DKI Jakarta menyiapkan tiang untuk e-TLE.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Rencananya, hari ini, pihak Ditlantas akan bertemu dengan pihak Dishub DKI untuk membahas lokasi-lokasi penempatan e-TLE tersebut.;Ditlantas dengan Dishub DKI membahas lokasi-lokasi penempatan e-TLE.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Lebih dari itu, Andri menyebut pihak Dishub DKI memberi dukungan terkait dengan sistem tilang dengan kamera itu. ;Dishub DKI memberi dukungan terkait sistem tilang.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Selain itu, sambungnya, pihaknya, juga akan terus berkoordinasi dengan Dirlantas Polda Metro Jaya terkait dengan ujicoba sistem e-TLE tersebut.;Pihaknya akan berkoordinasi terkait ujicoba sistem e-TLE.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Sebelumnya, Dirlantas Polda Metro Jaya akan melakukan ujicoba sistem e-LTE pada bulan Oktober di kawasan Sudirman-Thamrin.;Ujicoba sistem e-LTE dilakukan bulan Oktober.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Dirlantas Polda Metro Jaya Kombes Yusuf mengatakan pihaknya masih membahas jumlah titik kamera yang nantinya akan dipasang kamera pengintai untuk mendata pelanggar.;Jumlah titik kamera yang akan dipasang masih dibahas.;https://www.cnnindonesia.com/nasional/20180918082812-20-330971/dishub-dki-siapkan-tiang-tiang-untuk-kamera-tilang
Kasubdit Penegakan Hukum dan Pembinaan Ditlantas Polda Metro Jaya AKBP Budiyanto mengatakan penyebab bus Minitrans milik PT Transjakarta jurusan Manggarai-Blok M terguling adalah diduga akibat sopir kurang konsentrasi saat mengemudi.;Penyebab bus Minitrans terguling diduga akibat sopir kurang konsentrasi.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Bus tersebut terguling di depan Kantor Pusat Direktorat Jenderal Pajak, kawasan Jl. Gatot Subroto, Jakarta Selatan, Kamis (20/9) pukul 12.50 WIB.;Bus terguling depan Kantor Pusat Direktorat Jenderal Pajak.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Budiyanto mengatakan sopir bus yang bernama Maruli Simanjuntak diduga kurang berhati-hati dan kurang konsentrasi saat berkendara.;Sopir bus diduga kurang berhati-hati dan kurang konsentrasi.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Alhasil, lanjut dia, bus menabrak separator busway di depan Kantor Pusat Direktorat Jenderal Pajak. ;Bus menabrak separator busway.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Saat ini, kata Budiyanto, pihaknya masih melakukan pemeriksaan terhadap Maruli di kantor Direktorat Lalu Lintas Polda Metro Jaya yang berada di Pancoran, Jakarta Selatan.;Pemeriksaan Maruli masih dilakukan.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Barang bukti yang diamankan satu lembar SIM bilangan umum milik Maruli, satu STNK bus tersebut dan satu unit bus yang terguling itu.;Barang bukti SIM, STNK, dan satu unit bus diamankan.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Selain merusak bus berplat nomor B 7558 TAA itu, kecelakaan tersebut juga memakan empat korban luka. ;Kecelakaan tersebut memakan empat korban luka.;https://www.cnnindonesia.com/nasional/20180920174731-20-331843/bus-transjakarta-terguling-usai-oleng-tabrak-separator-busway
Mereka sudah dilarikan ke Rumah Sakit Angkatan Laut Mintoharjo untuk mendapatkan perawatan.;Mereka dilarikan ke Rumah Sakit Angkatan Laut Mintoharjo.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
Empat korban penumpang bus Transjakarta dilarikan ke Rumah Sakit Mintoharjo, Jakarta Pusat karena luka-luka setelah bus Transjakarta terguling di kawasan Gatot Subroto, Jakarta.;Empat korban Transjakarta dilarikan ke Rumah Sakit Mintoharjo.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
Salah satu petugas kepolisian lalu lintas yang berada di lokasi AKBP Mukidi mengatakan keempat korban mengalami luka-luka seperti lecet. ;Mukidi mengatakan keempat korban mengalami lecet.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
"Sopir Transjakarta juga telah dibawa ke Pancoran untuk diminta keterangan lebih lanjut. ""Sopirnya sudah dibawa ke Pancoran, bus Transjakarta-nya juga. Selebihnya proses dilakukan di Pancoran,"" ucapnya.";Sopir Transjakarta diminta keterangan.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
Sementara itu pihak Transjakarta telah membawa korban bus lainnya ke terminal Transjakarta yang berada di Blok M, Jakarta Selatan. Hal itu untuk dilakukan penanganan lebih lanjut.;Pihak Transjakarta membawa korban ke terminal Transjakarta.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
Berdasarkan keterangan yang diberikan oleh petugas Transjakarta yang berada di bus tersebut, jumlah penumpang bus cukup ramai sekitar 20-25 penumpang.;Jumlah penumpang bus sekitar 20-25.;https://www.cnnindonesia.com/nasional/20180920150436-20-331761/empat-korban-transjakarta-terguling-dilarikan-ke-rumah-sakit
Tiyas (19), salah satu penumpang, menyebut bus yang dinaikinya itu berada di kecepatan yang cukup tinggi.;Bus berada di kecepatan yang tinggi.;https://www.cnnindonesia.com/nasional/20180920141221-20-331741/bus-transjakarta-terguling-di-gatsu-sopir-diduga-mengantuk
Saat bus terguling dan penumpang sudah berjatuhan, ungkapnya, sopir bus Transjakarta sempat meminta maaf. ;Sopir bus minta maaf karena mengantuk.;https://www.cnnindonesia.com/nasional/20180920141221-20-331741/bus-transjakarta-terguling-di-gatsu-sopir-diduga-mengantuk
"""Sopir sempat minta maaf di dalam bus pas penumpang sudah pada terbalik, dia minta maaf karena mengantuk,"" tutur Tiyas.";Sopir minta maaf karena mengantuk.;https://www.cnnindonesia.com/nasional/20180920141221-20-331741/bus-transjakarta-terguling-di-gatsu-sopir-diduga-mengantuk
Tiga persimpangan di Jalan MH Thamrin, Jakarta Pusat akan dipasang kamera pengawas (CCTV) sebagai bagian dari penerapan tilang menggunakan kamera atau electronic traffic law enforcement (e-TLE).;Tiga persimpangan di Jalan MH Thamrin akan dipasang CCTV.;https://www.cnnindonesia.com/nasional/20180920083657-20-331627/tilang-kamera-tiga-persimpangan-di-thamrin-dipasangi-cctv
Total akan ada enam CCTV terpasang untuk merekam pelat nomor kendaraan yang melanggar lalu lintas.;Total CCTV yang terpasang ada enam.;https://www.cnnindonesia.com/nasional/20180920083657-20-331627/tilang-kamera-tiga-persimpangan-di-thamrin-dipasangi-cctv
Menurut Andri sebenarnya Dishub DKI juga telah menawarkan kamera CCTV yang mereka miliki. ;Dishub DKI menawarkan kamera CCTV.;https://www.cnnindonesia.com/nasional/20180920083657-20-331627/tilang-kamera-tiga-persimpangan-di-thamrin-dipasangi-cctv
Namun, ternyata kamera CCTV yang dimiliki Dishub DKI kurang mampu untuk menangkap nomor pelat kendaraan.;CCTV kurang mampu menangkap nomor pelat kendaraan.;https://www.cnnindonesia.com/nasional/20180920083657-20-331627/tilang-kamera-tiga-persimpangan-di-thamrin-dipasangi-cctv
Dari informasi yang ia terima, sambung Andri, pemasangan enam CCTV selama masa uji coba tersebut juga sekaligus digunakan untuk menguji tingkat ketajaman dari kamera CCTV yang digunakan.;Pemasangan enam CCTV selama masa uji coba.;https://www.cnnindonesia.com/nasional/20180920083657-20-331627/tilang-kamera-tiga-persimpangan-di-thamrin-dipasangi-cctv
Polisi akan menutup jalan sekitar kantor Komisi Pemilihan Umum (KPU) yang terletak di Jalan Imam Bonjol, Jakarta Pusat, pada saat pengambilan nomor urut pasangan calon presiden dan calon wakil presiden, Jumat (21/9).;Polisi akan menutup jalan sekitar KPU saat pengambilan nomor urut.;https://www.cnnindonesia.com/nasional/20180920193610-20-331890/jalan-imam-bonjol-ditutup-saat-pengambilan-nomor-urut-capres
